Country,Types of Erosion,EROSION_LEVEL,Erosion risk level,UNIT_MEASURE,Unit of measure,Time,OBS_VALUE,UNIT_MULT
Korea,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2017,0.774,0
Korea,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2017,7.689,0
Korea,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2017,1.714,0
Korea,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2019,92.328,0
Korea,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2019,100.0,0
Korea,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2019,4.491,0
Korea,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2019,0.248,0
Korea,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2019,2.412,0
Korea,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2019,0.521,0
Korea,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2021,92.028,0
Korea,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2021,100.0,0
Korea,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2021,4.612,0
Korea,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2021,0.289,0
Korea,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2021,2.509,0
Korea,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2021,0.562,0
Latvia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,0.0,0
Latvia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,0.0,0
Lithuania,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,0.0,0
Lithuania,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,0.0,0
Luxembourg,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,4.6,0
Luxembourg,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,3.4,0
Mexico,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2001,21.7,0
Mexico,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2001,0.8,0
Mexico,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2001,0.0,0
Mexico,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2001,12.2,0
Mexico,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2001,8.6,0
Netherlands,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,0.0,0
Netherlands,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,0.0,0
New Zealand,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2012,81.0,0
New Zealand,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2012,5.0,0
New Zealand,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2012,100.0,0
New Zealand,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2012,2.0,0
New Zealand,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,5.0,0
New Zealand,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2012,7.0,0
Poland,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,1.6,0
Poland,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,1.4,0
Portugal,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,7.2,0
Portugal,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,5.4,0
Slovak Republic,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,8.5,0
Slovak Republic,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,6.8,0
Slovenia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,43.2,0
Slovenia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,42.4,0
Spain,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,12.6,0
Spain,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,9.6,0
Sweden,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,0.4,0
Sweden,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,0.3,0
Switzerland,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2001,1.0,0
Switzerland,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2001,99.0,0
Switzerland,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2010,99.0,0
Switzerland,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2010,1.0,0
TÃ¼rkiye,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1994,40.0,0
United Kingdom,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,1.6,0
United Kingdom,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,1.6,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1992,3.9,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,1992,1.2,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1992,6.8,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1992,1.1,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1992,38.5,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1992,51.4,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1997,51.1,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1997,39.3,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1997,0.8,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1997,6.4,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,1997,1.0,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1997,3.6,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2001,51.3,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2001,39.9,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2001,0.8,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2001,6.3,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2001,3.4,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2001,0.9,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2003,51.1,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2003,40.0,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2003,0.8,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2003,6.1,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2003,0.9,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2003,3.3,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2007,51.2,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2007,44.8,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2007,0.5,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2007,3.9,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2007,1.7,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2007,0.3,0
United States,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2012,0.6,0
United States,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,3.5,0
United States,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2012,7.0,0
United States,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2012,1.2,0
United States,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2012,87.7,0
United States,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2012,100.0,0
European Union (28 countries),Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,7.7,0
European Union (28 countries),Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,6.7,0
Brazil,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2017,69.632,0
Brazil,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2017,11.709,0
Brazil,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2017,6.165,0
Brazil,Water erosion,HG,High,PT_ALAR,Percentage of agricultural land area,2017,6.33,0
Brazil,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2017,6.165,0
Bulgaria,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,6.2,0
Bulgaria,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,3.3,0
Croatia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,10.9,0
Croatia,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,9.4,0
Cyprus,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,9.5,0
Cyprus,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,7.2,0
Malta,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,26.7,0
Malta,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,9.6,0
Romania,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,10.5,0
Romania,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,9.7,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1990,59.7,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1990,2.34,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1990,7.02,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1990,24.3,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1990,93.46,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1993,96.24,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1993,24.06,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1993,4.65,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1993,1.67,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1993,65.86,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1994,67.27,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1994,1.19,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1994,4.64,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1994,23.42,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1994,96.53,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1995,96.87,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1995,23.04,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1995,4.89,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1995,1.09,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1995,67.84,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1996,69.14,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1996,1.06,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1996,4.57,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1996,22.36,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1996,97.13,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1997,97.23,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1997,21.73,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1997,4.56,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1997,1.18,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1997,69.76,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1998,70.37,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1998,1.03,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1998,4.43,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1998,21.46,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1998,97.3,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,1999,98.91,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,1999,21.57,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,1999,4.31,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,1999,1.15,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,1999,71.87,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2000,72.67,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2000,1.03,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2000,4.14,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2000,21.21,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2000,99.05,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2001,98.52,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2001,20.34,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2001,3.62,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2001,0.81,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2001,73.75,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2003,94.38,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2003,19.17,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2003,3.39,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2003,0.82,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2003,71.01,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2006,72.13,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2006,0.91,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2006,3.13,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2006,19.02,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2006,95.18,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2010,75.55,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2010,1.1,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2010,1.92,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2010,17.54,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2010,96.11,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2011,100.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2011,17.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2011,3.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2011,1.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2011,79.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2012,78.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2012,1.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2012,3.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2012,17.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2012,99.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2013,100.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2013,17.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2013,4.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2013,1.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2013,78.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2014,78.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2014,1.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2014,4.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2014,17.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2014,100.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2015,100.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2015,17.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2015,5.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2015,1.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2015,77.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2016,76.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2016,1.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2016,5.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2016,18.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2016,100.0,0
Norway,Water erosion,_T,Total,PT_ALAR,Percentage of agricultural land area,2017,100.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2017,18.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2017,5.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2017,1.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2017,76.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2018,76.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2018,5.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2018,5.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2018,18.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2019,16.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2019,4.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2019,1.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2019,78.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2020,77.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2020,1.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2020,4.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2020,17.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2021,8.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2021,2.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2021,0.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2021,90.0,0
Norway,Water erosion,TOL,Tolerable,PT_ALAR,Percentage of agricultural land area,2022,90.0,0
Norway,Water erosion,SV,Severe,PT_ALAR,Percentage of agricultural land area,2022,0.0,0
Norway,Water erosion,MD,Moderate,PT_ALAR,Percentage of agricultural land area,2022,2.0,0
Norway,Water erosion,LW,Low,PT_ALAR,Percentage of agricultural land area,2022,7.0,0
